,idx,msg_txt,annotation
1510,1641,"  The second round of voting for the new name of the city will be held in Pervomaisk, Kharkiv region. The choice will be between Khlibodar and Dobrodar, the press service of the city council reported. ",0
1513,1644,"  ⚠️ Man explodes in Kharkiv region, level of mine danger remains high  Today in Izium around 1600 an unknown object exploded in the hands of a man.     The victim was born in 1991. He was taken to the hospital with mine-blast trauma, shrapnel fractures of the thigh and shin, multiple shrapnel wounds and burns of both hands.     ❗️Вкотре reminds you if you find an unexploded ordnance, do not touch it under any circumstances and call ""101"" or ""102"" immediately.   ㅤ Send the news to @Kharkiv_Lifebot 👉 SUBSCRIBE ",0
1514,1648,  ‼️ The U.S. Senate has approved additional aid to Ukraine through Nov. 17...    The total amount of aid will amount to 4.5bn dollars.    This is reported by The Hill.    🇺🇦 Donbas Operative ✍️ Subscribe 📩 Request for updates ,0
1515,1646,"  ""Today I was in Volyn, with our border guards. We are preparing new units, namely border guards, who will join our active actions, the movement that we are gradually developing (!),"" President Zelensky  He also said that it was possible to agree on several infrastructure projects that will strengthen Volyn and guarantee long-term jobs and economic growth.     Insider UA | Subscribe ",0
1516,1647,  Ukraine returned home another 50 warriors - 33 officers and 17 privates and sergeants.     @babel ,0
1517,1649,"  UN reacts to Russian attack on Zaporizhzhia  Yesterday, Russian troops attacked the city and hit a hotel. One person was killed and 14 others were injured.    The UN Humanitarian Coordinator in Ukraine, Denise Brown, said that UN staff and their colleagues from non-governmental organizations were using the hotel to support the war victims.   The hotel was also a UN base for the evacuation of civilians from the Azovstal plant in Mariupol last May.    ""The number of indiscriminate strikes that have damaged civilian infrastructure and killed and injured civilians has reached incredible levels. And they are a violation of international humanitarian law,"" the statement said. ",0
1518,1650,"  Good morning to you in a warm bed, Everybody!  To the morning coffee Minus 1️⃣5️⃣worms 🪱🪱🪱🪱🪱 🪱🪱🪱🪱🪱 🪱🪱🪱🪱🪱  drone + art  Eyes and Sting   MADYAR🇺🇦  https//t.me/operativnoZSU ",0
1519,1651,"  ""It is difficult to find logic in the actions of inadequate people. It was a godforsaken village. Beyond us is the end of geography. It would have been enough if they had smashed my house to nothing, but the whole village... For what?""    Dovhenke is a village in the Izium district of Kharkiv region on the border with Donetsk region. From June to September 2022, the village was under occupation. There is not a single surviving building in the village. Despite this, local residents are returning to Dovhenke.     Among them is 48-year-old Ihor Burlaka. When he returned from the evacuation, the man did not expect to see his entire farm completely destroyed. Ihor told Suspilne Kharkiv about the destruction of the village and Russian attacks - read  Subscribe to Suspilne Kharkiv on Youtube, Viber, Facebook, Instagram ",0
1520,1652,"  Klishchiyivka and Andriivka are like a suitcase without a handle, which is difficult to carry and difficult to leave. Holding these villages will not lead the Russian army to any success, as they have already lost the approaches to these settlements.    This is how the situation in the Bakhmut sector was described on Donbas Realities Radio by Ilya Yevlash, head of the press service of the Eastern Military Group.    According to him, this is not something that will bring success to the aggressor, but rather will facilitate the Ukrainian Armed Forces' strikes against Russian troops. ",0
1521,1653,"  🇺🇦Українське poker community is about the values of polite and responsible play  It's about communication with like-minded people, support and, of course, entertainment. GGPoker UA invites you to join the community of Ukrainian players, where you can have a great time playing intellectual games.    🏆By the way, GGPoker is currently hosting a world-class event - a series of mini MILLIONS poker tournaments. This event will be interesting not only for experienced players, but also for beginners. The series is full of incredible events!    GGPoker UA let's unite and play well! ",0
1522,1654,"  #Mykolaiv #MykolaivSearch  Region Mykolaiv Place of residence Mykolaiv  FULL NAME Yakovlev Oleg Antonovich Date of birth 05.07.1975  Circumstances   Disappeared 3 years ago... There were searches, but in vain  -- If you have information on the whereabouts of this person, please report here https//poshuk.1plus1.ua/find-people?id=18933 ",0
1524,1656,"  An attempt was made on Moskvin's life in Mariupol, he is alive - rosmedia  @antiitforce ",0
1525,1658,"  ❗Germany sends Leopard tanks to Ukraine  After months of controversy, Chancellor Scholz has decided to supply battle tanks to Ukraine. According to SPIEGEL, we are talking about at least one company of Leopard 2A6 tanks.    🇺🇦Реальная War ",0
1526,1660,"  🚨 AIR RAID ALERT ANNOUNCED IN KYIV AND THE REGION, EVERYONE TAKE SHELTER  Another takeoff of the MiG-31K.  send the news to @novosti_kieva_bot 👉SUBSCRIBE ",1
1527,1661,  The New York Times showed how the 43rd AOBR met 2023 in the Kremenno-Svatovo direction 💥 ,0
1528,1662,"  The results of the missile attack on Druzhkivka in Donetsk region. Local authorities reported that the administrative building as well as an apartment building were hit. Also, the public media reported that the police department was also hit. ",1
1529,1663,  Stefanchuk could not hold back his tears as he said goodbye to Monastyrsky.    🇺🇦Реальная War ,0
1530,1664,"  A few days before the destruction of the Kakhovka hydroelectric power plant dam, the Russian government adopted a resolution that could be convincing evidence of Russia's involvement in this disaster. This was stated by Oleg Ustenko, an economic advisor to the President of Ukraine, in a commentary to Newsweek. ",0
1531,1665,"  If export of scrap is not banned, Ukrainian metallurgical plants will stop - FMU  According to Sergiy Belenkiy, head of the Council of the Federation of Metalworkers of Ukraine, scrap stocks at companies are critically low, and this threatens to bring the industry to a standstill. To avoid this, it is necessary to temporarily ban the export of raw materials to create a reserve sufficient for the operation of their own plants.     He stressed that this situation is beginning to threaten national security, and Ukraine has every right to impose protective measures such norms are stipulated in the Agreement with the EU and in the WTO rules.    🇺🇦 Ukraine Now ",0
1532,1666,"  1.pdf                          2.7 MB                      What does every representative of the Russian repressive apparatus with the rank of major and above do?  They are engaged in evading responsibility and searching for ""themes"".     ""Themes"" are an opportunity to make money by selling their official capabilities.    And it is these peculiarities of the functioning of the average Russian ""security officer"" that help us in our work.    The example of Yuri Vishnyakov, a lieutenant colonel in the Special Forces division of the Russian Guard, is a good one to illustrate this.    ""Some time ago, Vishnyakov's ""topic"" was the promotion of the Repey automated control system (ACS) to the military market.     His active correspondence with the manufacturer, Sozvezdiye, allowed us to hack Vyshniakov's mail and get acquainted with the tasks set by the aggressor country's ACS manufacturers.    In short, ""plagiarism and copy-catting are their specialties.""    Read more about the Katsaps' attempt to copy ""Kropyva"" here    https//sprotyv.mod.gov.ua/hakery-z-kiber-sprotyvu-otrymaly-dostup-do-tehdokumentatsiyi-rosijskoyi-pidrobky-kropyvy/ ",0
1533,1667,  The United States may soon announce a new military aid package for Ukraine - White House spokesperson Olivia Dalton.    🇺🇦Реальная War ,0
1534,1668,  ‼️Сумщина - activity of hostile drones of unspecified type in the border areas.    https//t.me/operativnoZSU ,1
1535,1669,"  ❗️Росіяни is assembling an ""army of bots"" and planning new information attacks on the minds of Ukrainians.     🟢 In order not to fall for the enemy's IPSO, we recommend subscribing to the verified Telegram channel Spravdi of the Center for Strategic Communications. They monitor hostile chats and Telegram channels, track fakes and are the first to refute them.     👉 Subscribe and you will never be left alone with Russian propaganda again. ",0
1536,1670,"  ☝️Ракета X-55, which was shot down today in the Kiev region  Its photo was published by the head of the National Police in Kyiv region Andriy Nebitov.    🇺🇦 Ukraine Now ",1
1537,1671,"  Mykhailo Zabrodsky, a member of the European Solidarity party, has written a letter of resignation from his parliamentary seat. The statement was written on March 10.     Zabrodsky was elected to the Parliament in 2019. Before that, he was the commander of the 95th separate airmobile brigade.    @babel ",0
1538,1672,"  Johnson What Putin did to pryzhyny shows the price of negotiations with russia  Whatever happened to the plane on which Prydzhyn was traveling, his alleged death could not have occurred without Putin's order.    ""Putin has shown himself to be a gangster, and his absurd television ""tribute"" to the fallen Wagnerians is straight out of the pages of The Godfather."".... ""With these murders, Putin is turning into an Asian despot before our eyes, killing his former favorite to show who's boss, reveling in his ruthlessness,"" writes former British Prime Minister Boris Johnson in his latest column for the Daily Mail.  He adds that Ukraine's allies should not dwell on Putin's fate, but continue to support the state he has decided to take over.    ""Fortunately, there is one obvious conclusion from the Luciferian fall of the Pryzhyn. Look at this falling plane, all those who tell me that we can find a solution through negotiations, or that we should somehow encourage Ukrainians to exchange land for peace,"" he emphasized. ",0
1539,1673,"  ❗️The rocket attack in Bakhmut killed two civilians.    ""Today around 1200 Russian troops hit the town with artillery. One of the shells hit the road. The shrapnel fatally crippled two elderly women,"" said the report of the National Police in the Donetsk region. ",1
1540,1674,"  👧👦 Exercises to help children cope with stress  We all experience many dramatic and global changes, often feel fear and panic, especially children. Unfavorable circumstances at home, moving, air travel anxiety and many other factors can lead to stress in children.    The Ministry of Health has published anti-stress exercises from psychotherapist Serhiy Mishchuk, which will help to cope with stress at the level of muscle memory and balance the psycho-emotional state👆👆  🪷 These exercises can be performed by both adults and children. They will help restore psychological balance and overcome anxiety. ",0
1541,1677,"  #GUARD interception  ‼️ ""EVERYONE SAYS ""IT'S A PITY, I DIDN'T MAKE IT""  A Russian soldier tells a friend about the situation at the front and the fate of prigozhin after the failed mutiny and the wagner military group's march on moscow    ▪️ ""we are not fighting, we are just surviving""; ▪️ the occupier says that only the military from the mercenaries went on vacation after six months at the front; ▪️ ""we have a six-month contract, with obligations for another year""; ▪️ ""he [prigozhin] disappeared, f*ck, from the radar at all"".    🇺🇦 There will be a just retribution for every war crime committed against Ukraine.    DIU in other social networks    🔹Facebook 🔹YouTube 🔹Viber 🔹Instagram 🔹Twitter 🔹TikTok ",0
1542,1678,  Oblenergo has published a schedule of power outages from January 30 to February 5 in Kharkiv and the region ,0
1543,1679,"  Forwarded from BANDER | COUNTER OFFENSIVE                             Hello friends🤘🇺🇦  14th Brigade 1 rifle battalion 2 rifle company👤🦾 Needs your help.    We need drones.    So we ask you to join the collection.   Your 100,200,500 hryvnias will help to close this collection in a matter of days, and will give us the opportunity to fuck the faggots better, and make the peaceful sky over our heads faster👤  Thank you in advance, at the end of the collection, reports as usual🤝🇺🇦  Gifts for healthy Donatics (if you can help with something else, write) @Machine_gunssss  The goal of the collection 200 000  Details    Mono Bank 💳 https//send.monobank.ua/jar/AJwgVF8VpP Bank card 💳   5375411207689956  PrivatBank 💳   5168745613418844  Privat in One Click  PayPal    /&gt;kostrnko2023@gmail.com (Click to copy)  Everyone on their own місці🇺🇦🤘 Let's destroy this cunt together 🤝🇺🇦 Glory to Ukraine 🇺🇦🤘 ",0
1544,1680,"  Whether we like it or not, yes, military assistance will continue to depend on the fight against systemic corruption.     Yes, this problem is hyperbolized by our allies. Yes, it is unfair to make our survival dependent on political manipulations.    Yes, this is largely due to the elections of our allies, which is a flaw in democracy.    Whether you like it or not, it is so. And our enemy is betting on this. On long-term work to undermine confidence in us.     But this does not mean that we have to wring our hands and say how unappreciated we are.    Let's face it - we do have corruption. It is systemic corruption.    And it needs to be destroyed. We need to fire corrupt officials from the police, punish them, and not give them a general, like Shaikhetu did yesterday.    There are so many examples that 10 posts would not be enough.     And no, launching weapons production at home will not save us. It will help, but it will not save us. Because this is too big a war and we cannot bear the financial burden alone. And we will not have the necessary capacities for such a big war.     It is time to change. And only one person can really start these changes - the president.    And he should start with a part of his own environment. ",0
1545,1681,  A faggot's office with no taste ,0
1546,1682,"  SBU detains FSB corrector  She was collecting information on the location and movement routes of the Defense Forces in the Kramatorsk area to ""target"" Russian weapons.    First of all, the offender tried to identify the locations of electronic warfare and air defense systems of the Armed Forces of Ukraine.    She went to the sites of enemy ""arrivals"" on the social and residential infrastructure of the city to covertly record their consequences and prepare a ""report"" for the occupiers.    According to the available data, the invaders needed intelligence to prepare new and repeated attacks on Kramatorsk, including with the use of Smerch MLRS.    The offender was detained at her place of residence.    According to the investigation, the corrector was a local resident, whom the aggressor remotely engaged in cooperation through her brother, a militant of the Russian occupation groups in eastern Ukraine.    The enemy accomplice transmitted intelligence to him in the form of text and voice messages.    https//t.me/operativnoZSU ",0
1547,1683,"  🤬The aftermath of today's arrival at the Novosyolovsky cemetery in Konstantinovka  There is no rest from Russian terrorists, even for the dead.     According to preliminary information, there were no civilian casualties. ",1
1548,1684,"  Belarus produces ""dragon teeth"" for the defense of the occupiers.     According to the monitoring group Belaruski Hayun, these defensive structures are manufactured at a reinforced concrete plant in Gomel. And to be clear, Gomelzhelezobeton is not the only Belarusian enterprise that produces such anti-tank fortifications.    They are then transported to the Gomel region of Belarus or the Bryansk region of Russia, which may indicate the creation of a defense line there.    The occupiers are already installing such structures in the temporarily occupied Crimea, Mariupol and Melitopol, as well as in the Belgorod region of the Russian Federation.    A reliable ally provides effective means for the Russian army.    🇺🇦Реальная War ",0
1549,1685,"  In Russia, the day began with a fire  In Angarsk, fuel tanks caught fire, which were planned to be sent to the occupation forces, but somehow failed.     @antiitforce ",0
1550,1686,"  Swedish Parliament Approves Sending Archer SAU and Leopard 2 Tanks to Ukraine - Swedish Government's Decision  According to the decision approved by the Swedish parliament, the Swedish government may transfer military equipment and ammunition worth 6.2bn kroner (554m euros) to Ukraine.     In particular, the decision concerns Leopard 2 tanks, Archer anti-tank guns and Robot 57 light anti-tank weapons.    🇺🇦 Ukraine Now ",0
1551,1687,  Voting on renaming Druzhby Narodiv metro station to Zvirynetska station appeared in the Kyiv Digital app  Are you for or against such an initiative?  send the news @novosti_kieva_bot 👉SUBSCRIBE ,0
1552,1688,"  South.   Ukrainian troops continue to advance gradually, and have already moved their heavy armored vehicles (Stryker, Marder, and others) beyond the Russian fortifications (anti-tank ditch and ""dragon's teeth"") near Verbove.    Telegram | Facebook | Twitter Send news/photo/video ⬇️⬇️⬇️ @mysiagin_chat ",1
1553,1690,"  On the anniversary of Russia's full-scale invasion, Volodymyr Zelenskyy delivered a speech to the military on St. Sophia Square in Kyiv. He presented awards to the defenders, some of them posthumously, as well as battle flags.    @babel ",0
1554,1691,"  More than 1376 children have suffered at the hands of orcs in Ukraine.    As of the morning of January 29, 2023, the official number of child victims has not changed over the day - 459. The data on the wounded has not changed either - more than 917.    https//t.me/operativnoZSU ",0
1555,1692,  The air alert in Donetsk region is related to the activity of enemy tactical aircraft.    https//t.me/operativnoZSU ,1
1556,1694,"  Mykola Lukashuk showed how the ""Russian world"" comes to peaceful people.    This is what the consequences of a missile strike on the Kryvyi Rih district look like.    https//t.me/operativnoZSU ",0
1557,1695,"  ""Attention, shot!"" 💥  And the 122-millimeter gift from the 108th Brigade flew far into the enemy's rear. And it caught fire. And the Russians were even more fired up from the realization that we will get them anywhere and anytime. The reckoning will come for sure!  https//t.me/operativnoZSU ",0
1558,1696,"  A video allegedly from the TCC in the town of Sambor, Lviv region, is circulating in the media. It is alleged that a Kharkiv resident was held in the TCC for more than 5 days, beaten, humiliated and threatened with a gun.     The credibility of the video has not been confirmed anywhere.    UA Insider | Subscribe ",0
1559,1697,"  Air Force reports launching several groups of shaheds from Crimea  However, so far they are heading toward the southern regions.     It is noted that there is a possibility of spreading alarms in the direction of the drones' movement. There is currently no threat to the capital and the region, so we will continue to monitor it.   ㅤ Send the news to @novosti_kieva_bot 👉 SUBSCRIBE ",1
1560,1698,"  The death toll from the earthquake in Turkey and Syria has exceeded 19 thousand.    In particular, 16,546 people died in Turkey and 3,162 in Syria.   According to President Recep Erdogan, 64,194 people were injured.     The photo shows the Turkish city of Kahramanmarash before and after the earthquake.    👉 Subscribe to ZN.UA ",0
1561,1699,"  SBU conducts military training near Belarus rehearses detention of enemy subversive group at power facility  SBU conducted large-scale counter-sabotage training in the border areas of Rivne region. During them, the Defence Forces practiced neutralization of enemy sabotage and reconnaissance groups (SRG), which, according to the legend, tried to make a breakthrough through the northern border.     According to the plan of the training, one of the enemy subversive reconnaissance groups tried to break through into the city, and the other one took the head and chief engineer of the power facility hostage together with their families.    https//t.me/operativnoZSU ",0
1562,1700,"  Andrey Medvedev, who is a former high-ranking member of the Wagner PMC, illegally crossed the border and applied for asylum in Norway. The information is confirmed by the Norwegian authorities - Associated Press  https//t.me/operativnoZSU ",0
1564,1702,  #Malin #Malinfound UPD #found  Region Zhytomyr Settlement Malyn Korosten district  Titarchuk Yulia Dmytrivna 26.08.2005 ,0
1565,1703,  🇺🇦👊Donetschina paratroopers continue to successfully destroy Russian occupiers  The video captures the combat work of the soldiers of the 81st separate airmobile brigade of the Airborne Assault Troops of the Armed Forces of Ukraine in one of the directions. The result - destroyed destroyed unit of Russian occupants. ,0
1566,1704,  Latvia plans to ban cars with Russian and Belarusian registration from entering the country  This was announced by Latvian Justice Minister Inese Libinja-Egnere.    It is known that this bill will also allow Latvia to legally confiscate cars registered in Russia and Belarus.    🇺🇦 Ukraine Now / Subscribe ,0
1567,1705,  Russia reports that a car with Russian peacekeepers was fired upon in Nagorno-Karabakh  Russian soldiers in the car were killed. ,1
1568,1706,  Don't fall for Russian fakes! ,0
1569,1707,  Drone movement through Voznesensk to Kirovohrad region  Send news to @niko9bot 👉 SUBSCRIBE ,1
1570,1708,"  Once again, a small Ukrainian FPV kamikaze drone has destroyed a large Russian 152-mm 2S19 Msta-S self-propelled artillery system worth millions.    The guys from the Lviv terrorist defense unit, the 103rd Brigade, distinguished themselves.    Telegram | Facebook | Twitter Send news/photo/video ⬇️⬇️⬇️ @mysiagin_chat ",1
1571,1709,"  Forwarded from SOCIAL NEWS 22 people have been killed in a rocket attack on a nine-story building in Uman, Cherkasy region, the National Police reported. Search operations are ongoing. ",1
1572,1710,"  In the fall, Ukrainians can expect an increase in missile attacks - Ignat  At the same time, according to the speaker of the Ukrainian Air Force command, Russia has used a huge amount of its stockpiles, so such powerful missile attacks, which were last year, may not happen anymore.    🇺🇦 Ukraine Now / Subscribe ",0
1573,1711,"  Finnish journalists installed a tracker on a batch of Lexus RX350s that were officially on their way from Canada to Kazakhstan.    The final destination turned out to be the city of Tomsk, which is located in the swamps.   ____  Meanwhile, Muscovites are posting memes with Peskov.     https//t.me/operativnoZSU ",0
1574,1716,"  After the International Criminal Court's decision on Putin's arrest, the Kremlin is looking for a successor to the Russian president  This was stated by a representative of the Ukrainian Defense Ministry's Main Directorate of Internal Affairs Andrei Yusov.    🇺🇦 Ukraine Now ",0
1575,1717,"  ⚡️Сумщина Situation at the border as of the morning January 22, 2023  The night in Sumy region passed without any attacks.     But in the morning, after 8 o'clock, the Russians fired artillery at the Seredyno-Budska community. There were two arrivals.     Information about the consequences is being clarified.    Dmytro Zhyvytskyi, Sumy Regional State Administration.    https//t.me/operativnoZSU ",1
1577,1719,"  Osokorky, Chavdar, fire, apartment on fire  All relevant services are already at the scene  send the news to @novosti_kieva_bot 👉SUBSCRIBE ",0
1578,1720,  ✅ Start of air raid alerts  Russians will burn in hell!  🇺🇦Реальная War ,0
1579,1721,"  An MP from Kropivnitskyy headed a criminal group of racketeers. He was detained by the SBU  Under the leadership of MP Terzov from Batkivshchyna, criminals ""beat out"" 92,000 dollars of non-existent debt from a local businessman with whom the MP has a common business. Under the leadership of the deputy Terzov from ""Batkivshchyna"", the criminals ""beat out"" 92 thousand dollars of non-existent debt from a local entrepreneur with whom the deputy has a common business. In addition, on his instructions, the racketeers demanded money from local residents under fictitious pretexts. In case of refusal they used psychological pressure, physical violence and death threats.    The deputy was detained right during the transfer of the second part of the ""tribute"". Now the attackers face up to 12 years in prison with confiscation of property.    UA Insider | Subscribe ",0
1580,1722,"  Unidentified persons broke 40 fences around saplings and four trees in the park on Klochkivska Street, as well as five young linden trees in Bohdan Khmelnytsky Park what Kharkivzelenbud says ",0
1582,1724,  🇺🇦🇪🇸 Leopard 2A4 tanks and M113 armored personnel carriers destined for Ukraine were shipped to Poland from the Spanish city of Santander  Spain also sent vehicles and ammunition  #Ukraine #Ukraine @milinua ,0
1583,1725,"  ❗️Суд has imposed a preventive measure on Metropolitan Pavlo (Lebed) of the UOC-MP - round-the-clock house arrest for 60 days with an obligation to wear an electronic bracelet, our correspondent reports from the courtroom.    Oh fuck... a basement arrest on a bottle would have been better.     @antiitforce ",0
1584,1726,"  At a stationary post on the Kharkiv-Krasnohrad-Pereshchepyne highway, police stopped an armed driver  ""The driver of the car was behaving suspiciously and was noticeably nervous during the conversation. As a result of the inspection of the car, an object similar to a pistol and 7 cartridges with rubber bullets were found in the 38-year-old man's belongings,"" the National Police reported.    According to the results of the examination, the seized object turned out to be a 9 mm PGSh-790 gas pistol with obvious signs of alteration.   ㅤ Send news to @Kharkiv_Lifebot 👉 SUBSCRIBE ",0
1585,1727,  Forwarded from Why the Alert | Radar Tactical aviation activity in the Sea of Azov  ➡️ Subscribe ,0
1586,1728,  It has begun ,0
1587,1729,"  We continue to work to provide our Defenders with everything they need  Today we have delivered a special Pinzgauer Vector vehicle equipped to transport the wounded to the front line.    This armored vehicle is essential for the timely evacuation of the wounded from the battlefield, which helps to save their lives.     I am grateful to the volunteers from the CodeIT4Life charity foundation who raised about $80,000 over 2.5 months to purchase this vehicle in the UK. Thanks to everyone who participated in the fundraising and contributed to helping our military.     Working for Victory далі🇺🇦 ",0
1588,1730,"  It is still unclear whether there will be enough capacity to cover the demand for electricity in winter  Andriy Ursta, an analyst at DiXi Group (a think tank), notes that this will depend on a number of uncertain factors, including    ▪️темпи and the extent of restoration of the infrastructure affected by the attacks; ▪️обсяги electricity consumption in the next fall and winter period, which, among other things, will depend on the weather. The last winter was quite warm, whether the next one will be the same is an open question; ▪️масштаб possible future Russian missile attacks; ▪️здатність accumulate sufficient coal and gas reserves in storage facilities.    According to him, shortages in the system and power supply restrictions are highly likely. And now the question is whether these restrictions will be controlled and limited in time.    However, it should be noted that no one can predict for certain whether there will be power outages or not.   ㅤ Send the news to @novosti_kieva_bot 👉 SUBSCRIBE ",0
1589,1731,  Russian occupation army fired at 22 settlements in Kharkiv region morning report of the General Staff ,1
1590,1732,"  More than 60% of Europeans believe that Ukraine will win the war. Most of all this opinion is held in Poland - Europeans  The share of those who agree with this statement ranges from 51% in Italy, to 81% in Poland.    🇺🇦 Ukraine Now ",0
1591,1715,"  ⚡️Сумщина Situation at the border as of the morning January 22, 2023  The night in Sumy region passed without any attacks.     But in the morning, after 8 o'clock, the Russians fired artillery at the Seredyno-Budska community. There were two arrivals.     Information about the consequences is being clarified.    Dmytro Zhyvytskyi, Sumy Regional State Administration.    https//t.me/operativnoZSU ",1
1593,1734,"  Italy is preparing a new military assistance package for Ukraine. It is under discussion, in particular with France, to send air defense systems of joint production (SAMP-T/MAMBA), - Italian Foreign Minister Antonio Tajani  🇺🇦Real War ",0
1594,1735,"  One of the leaders of the football club Dynamo and midfielder of the national team of Ukraine Viktor Tsygankov joins the Spanish Girona for € 5 million.     Tsygankov played 236 matches for Dynamo, in which he scored 94 goals.     @babel ",0
1595,1736,"  Latvia has decided to give Ukraine all the Stinger MANPADS it has 🥹❤️  At a meeting of the Contact Group on Defense of Ukraine, Latvian Defense Minister Ināra Mūrniece emphasized     ""Latvia has responded to Ukraine's request for air defense systems and decided to transfer all the Stingers we still have. We will do our best to deliver them to Ukraine as soon as possible.""    https//t.me/operativnoZSUч ",0
1596,1737,"  🙏 Help us save the lives of those who are bravely fighting for Ukraine and our future, and avenge all our hometowns. ",0
1597,1738,"  The Russian propagandist Solovyov continues to ""bombard"" Russians every night with wet dreams of ""taking"" Warsaw, Milan, Berlin, Paris, London and other European cities. Of course, Russians believe him. Especially those who watch his show while eating a kilo of dumplings that were presented to him for his son, who returned from the ""SVO"" in a black bag.     It is a pity that there is not a single person in the whole of Russia who would have packed Solovyev up, taken him to Bakhmut and sent him to storm Ukrainian positions, so that he could show by his own example how to go to Warsaw, Milan, Berlin     Someone gets a kilo of dumplings for a son killed in a shameful war, and someone gets a son on the catwalks of London and a villa in Italy. And it seems that millions of Russians are quite satisfied with this role model.    @informnapalm ",0
1598,1739,  Zelensky fired Ukraine's Ambassador to Belarus Igor Kizim  Kizim took office back in February 2017.     Insider UA | Subscribe ,0
1599,1740,"  Ukrainian Armed Forces significantly pushed back the enemy on Kinburn Spit - Head of the press center of the ""South"" military command Humeniuk  ""But it's too early to talk about our successes, so the work continues. We will report a little later.""    🇺🇦Реальная War ",1
1600,1741,  An infographic with new rules of military registration has appeared  Send News 👉 @our_odessabot 👉 SUBSCRIBE ,0
1601,1742,"  Ministry of Defense will purchase UAVs worth UAH 20 billion in 2023  In 2023, the Ministry of Defence plans to spend UAH 20 billion on the purchase of drones of various types of application (air, ground, surface, underwater).    https//t.me/operativnoZSU ",0
1602,1743,"  ❗️ ""Nova Post"" has a large-scale failure in the work of the system, due to which throughout Ukraine at the moment it is impossible to receive or send parcels  ""The system does not work, there is a large-scale failure throughout Ukraine. We don't know what happened and how long it will last,"" ""Novaya Posta"" employees said.    Send news @Kharkiv_Lifebot 👉 SUBSCRIBE ",0
1603,1744,"  German Interior Ministry says for the first time how many Germans are fighting in Ukraine - Welt  According to their data, 39 people left Germany precisely with the intention to participate in hostilities. Notably, 27 of them are on the side of Russia and 12 are in the ranks of the Ukrainian armed forces.     Among them there are both right-wing and left-wing extremists.    UA Insider | Subscribe ",0
1604,1745,"  ⚡️У Buchansky district may be loud  In the afternoon, the State Emergency Service sappers will carry out work to destroy explosive devices.    ❗Keep calm!  Send the news to @novosti_kieva_bot 👉 SUBSCRIBE ",0
1605,1746,  First anniversary of the establishment of the 126th separate territorial defense brigade of the Armed Forces of Ukraine.    Together to Victory! Glory to Ukraine!  https//t.me/operativnoZSU ,0
1606,1747,"  🇺🇦ВСУ liberated more than 40 thousand square kilometers of territory during the full-scale war with the Russian Federation  It is reported that this territory is larger than Moldova, just under two Israel and about 15 cities such as Moscow.    🇺🇦 Ukraine Now / Subscribe ",0
1607,1748,"  On January 29, Ukraine commemorates the heroes of Kruty, the Ukrainian students who tried to stop the Bolshevik offensive on Kyiv in 1918, were captured and shot by the Bolsheviks. By delaying the enemy for four days, the Kyiv youths made it possible to conclude the Brest-Litovsk Peace Treaty, which meant international recognition of Ukrainian independence. ",0
1608,1749,  ❗️Масштабная air alert on Ukraine due to MiG-31K takeoff in Russia  🇺🇦 Ukraine Now / Subscribe ,1
1609,1750,"  The United Kingdom has officially announced a military aid package for Ukraine that will include more than 70 armored vehicles, including CVRTs, ammunition for Challenger tanks, and £50 million to support equipment that the country has previously donated.    🇺🇦Реальна War ",0
1610,1751,"  The Head of the Office of the President of Ukraine Andriy Yermak held an online meeting with representatives of Jewish organizations, the Jewish community, and the Israeli media. More than 50 participants from around the world joined the meeting. ",0
1611,1752,"  The head of the Kharkiv Regional Council, Tetiana Yegorova-Lutsenko, visited Washington, D.C., where she met with Ukraine's Ambassador to the United States, Oksana Markarova.    ""We discussed a number of issues, including the establishment of interregional cooperation between Kharkiv region and one of the US states,"" the regional council's press service reported following the meeting. ",0
1613,1754,  Something heartbreaking on this Friday night💔. Let's not forget that we are fighting for these happy moments!  #goodwars ,0
1614,1755,"  In addition to the previous post, it's always nice when the enemy is demoralized enough to start publishing footage of their vehicles being hit, tankers burning, and Russian equipment crushing their own soldiers.     Of course, all sides suffer losses, but always those on the offensive lose 4-5 times more, and in such examples as the destruction of an entire convoy of vehicles, the ratio can reach much higher figures. And we should strive for the enemy's losses to be ten times higher than our own losses, then the price of aggression will be very high and will cause irreversible processes of complete destruction of the Russian army and the Russian Federation as a whole.    Archive of the post from screenshots distributed by Russian publics.     @informnapalm ",0
1615,1756,"  In constant contact with the residents of Zaporizhzhya region  During the hotline, I provided explanations to our citizens about the urgent and painful problems of the region. Today, the focus is on environmental issues, medical and humanitarian support, the work of the public utilities sector, and compensation under the government program eVodnovlenie.    We continue to establish intra-regional transport links and deliver firewood to residents of frontline communities in cooperation with international organizations.    Together with the heads of the regional state administration, we keep all issues under control!  Website 🇺🇦|Facebook 🇺🇦|YouTube 🇺🇦|WhatsApp 🇺🇦 ",0
1616,1757,  ✍️ President Zelenskyy has signed a law on the selection of Constitutional Court judges. This law is one of the requirements of the European Union to start negotiations on Ukraine's accession to the EU.    @babel ,0
1617,1758,"  Russian publics report that explosions are heard not only in Azov, but also in Rostov and neighboring Chaltyr.    @babel ",1
